name,type,parameters,description
stock_hot_tweet_xq,function,['symbol'],"雪球-沪深股市-热度排行榜-讨论排行榜
https://xueqiu.com/hq
:param symbol: choice of {""本周新增"", ""最热门""}
:type symbol: str
:return: 讨论排行榜
:rtype: pandas.DataFrame"
stock_hot_up_em,function,[],"东方财富-个股人气榜-飙升榜
https://guba.eastmoney.com/rank/
:return: 飙升榜
:rtype: pandas.DataFrame"
stock_hsgt_board_rank_em,function,"['symbol', 'indicator']","东方财富网-数据中心-沪深港通持股-行业板块排行-北向资金增持行业板块排行
https://data.eastmoney.com/hsgtcg/bk.html
:param symbol: choice of {""北向资金增持行业板块排行"", ""北向资金增持概念板块排行"", ""北向资金增持地域板块排行""}
:type symbol: str
:param indicator: choice of ..."
stock_hsgt_fund_flow_summary_em,function,[],"东方财富网-数据中心-资金流向-沪深港通资金流向
https://data.eastmoney.com/hsgt/index.html#lssj
:return: 沪深港通资金流向
:rtype: pandas.DataFrame"
stock_hsgt_fund_min_em,function,['symbol'],"东方财富-数据中心-沪深港通-市场概括-分时数据
https://data.eastmoney.com/hsgt/hsgtDetail/scgk.html
:param symbol: 北向资金; choice of {""北向资金"", ""南向资金""}
:type symbol: str
:return: 沪深港通持股-分时数据
:rtype: pandas.DataFrame"
stock_hsgt_hist_em,function,['symbol'],"东方财富网-数据中心-资金流向-沪深港通资金流向-沪深港通历史数据
https://data.eastmoney.com/hsgt/index.html
:param symbol: choice of {""北向资金"", ""沪股通"", ""深股通"", ""南向资金"", ""港股通沪"", ""港股通深""}
:type symbol: str
:return: 沪深港通历史数据
:rtype: pandas...."
stock_hsgt_hold_stock_em,function,"['market', 'indicator']","东方财富-数据中心-沪深港通持股-个股排行
https://data.eastmoney.com/hsgtcg/list.html
:param market: choice of {""北向"", ""沪股通"", ""深股通""}
:type market: str
:param indicator: choice of {""今日排行"", ""3日排行"", ""5日排行"", ""10日排行"", ""月排行"", ""..."
stock_hsgt_individual_detail_em,function,"['symbol', 'start_date', 'end_date']","东方财富-数据中心-沪深港通-沪深港通持股-具体股票详情
https://data.eastmoney.com/hsgtcg/StockHdStatistics/002008.html
:param symbol: 股票代码
:type symbol: str
:param start_date: 开始时间
:type start_date: str
:param end_date: 结束时间
:..."
stock_hsgt_individual_em,function,['stock'],"东方财富-数据中心-沪深港通-沪深港通持股-具体股票
https://data.eastmoney.com/hsgtcg/StockHdStatistics/002008.html
:param stock: 股票代码
:type stock: str
:return: 具体股票-沪深港通持股
:rtype: pandas.DataFrame"
stock_hsgt_institution_statistics_em,function,"['market', 'start_date', 'end_date']","东方财富网-数据中心-沪深港通-沪深港通持股-每日机构统计
https://data.eastmoney.com/hsgtcg/InstitutionStatistics.aspx
:param market: choice of {""北向持股"", ""南向持股"", ""沪股通持股"", ""深股通持股""}
:type market: str
:param start_date: 指定数据获取开始的时间,..."
stock_hsgt_sh_hk_spot_em,function,[],"东方财富网-行情中心-沪深港通-港股通(沪>港)-股票
https://quote.eastmoney.com/center/gridlist.html#hk_sh_stocks
:return: 东方财富网-行情中心-沪深港通-港股通(沪>港)-股票
:rtype: pandas.DataFrame"
stock_hsgt_stock_statistics_em,function,"['symbol', 'start_date', 'end_date']","东方财富网-数据中心-沪深港通-沪深港通持股-每日个股统计
https://data.eastmoney.com/hsgtcg/StockStatistics.aspx
market=001, 沪股通持股
market=003, 深股通持股
:param symbol: choice of {""北向持股"", ""南向持股""}
:type symbol: str
:param start_date: ..."
stock_index_pb_lg,function,['symbol'],"乐咕乐股-指数市净率
https://legulegu.com/stockdata/sz50-pb
:param symbol: choice of {""上证50"", ""沪深300"", ""上证380"", ""创业板50"", ""中证500"", ""上证180"", ""深证红利"", ""深证100"", ""中证1000"", ""上证红利"", ""中证100"", ""中证800""}
:type symbol: str
..."
stock_index_pe_lg,function,['symbol'],"乐咕乐股-指数市盈率
https://legulegu.com/stockdata/sz50-ttm-lyr
:param symbol: choice of {""上证50"", ""沪深300"", ""上证380"", ""创业板50"", ""中证500"", ""上证180"", ""深证红利"", ""深证100"", ""中证1000"", ""上证红利"", ""中证100"", ""中证800""}
:type symbol:..."
stock_individual_basic_info_xq,function,"['symbol', 'token', 'timeout']","雪球-个股-公司概况-公司简介
https://xueqiu.com/snowman/S/SH601127/detail#/GSJJ
:param symbol: 证券代码
:type symbol: str
:param token: 雪球财经的 token
:type token: str
:param timeout: 设置超时时间
:type timeout: float
:return:..."
stock_individual_fund_flow,function,"['stock', 'market']","东方财富网-数据中心-资金流向-个股
https://data.eastmoney.com/zjlx/detail.html
:param stock: 股票代码
:type stock: str
:param market: 股票市场; 上海证券交易所: sh, 深证证券交易所: sz, 北京证券交易所: bj;
:type market: str
:return: 近期个股的资金流数据
:rt..."
stock_individual_fund_flow_rank,function,['indicator'],"东方财富网-数据中心-资金流向-排名
https://data.eastmoney.com/zjlx/detail.html
:param indicator: choice of {""今日"", ""3日"", ""5日"", ""10日""}
:type indicator: str
:return: 指定 indicator 资金流向排行
:rtype: pandas.DataFrame"
stock_individual_info_em,function,"['symbol', 'timeout']","东方财富-个股-股票信息
https://quote.eastmoney.com/concept/sh603777.html?from=classic
:param symbol: 股票代码
:type symbol: str
:param timeout: choice of None or a positive float number
:type timeout: float
:return..."
stock_individual_spot_xq,function,"['symbol', 'token', 'timeout']","雪球-行情中心-个股
https://xueqiu.com/S/SH600000
:param symbol: 证券代码，可以是 A 股代码，A 股场内基金代码，A 股指数，美股代码, 美股指数
:type symbol: str
:param token: set xueqiu token
:type token: str
:param timeout: choice of None or a ..."
stock_industry_category_cninfo,function,['symbol'],"巨潮资讯-行业分类数据
https://webapi.cninfo.com.cn/#/apiDoc
查询 p_public0002 接口
:param symbol: 行业类型; choice of {""证监会行业分类标准"", ""巨潮行业分类标准"", ""申银万国行业分类标准"",
""新财富行业分类标准"", ""国资委行业分类标准"", ""巨潮产业细分标准"", ""天相行业分类标准"", ""全球行业分类标准""..."
stock_industry_change_cninfo,function,"['symbol', 'start_date', 'end_date']","巨潮资讯-上市公司行业归属的变动情况
https://webapi.cninfo.com.cn/#/apiDoc
查询 p_stock2110 接口
:param symbol: 股票代码
:type symbol: str
:param start_date: 开始变动日期
:type start_date: str
:param end_date: 结束变动日期
:type end_date:..."
stock_industry_clf_hist_sw,function,[],"申万宏源研究-行业分类-全部行业分类
https://www.swsresearch.com/swindex/pdf/SwClass2021/StockClassifyUse_stock.xls
:return: 个股行业分类变动历史
:rtype: pandas.DataFrame"
stock_industry_pe_ratio_cninfo,function,"['symbol', 'date']","巨潮资讯-数据中心-行业分析-行业市盈率
http://webapi.cninfo.com.cn/#/thematicStatistics
:param symbol: choice of {""证监会行业分类"", ""国证行业分类""}
:type symbol: str
:param date: 查询日期
:type date: str
:return: 行业市盈率
:rtype: pandas.D..."
stock_info_a_code_name,function,[],"沪深京 A 股列表
:return: 沪深京 A 股数据
:rtype: pandas.DataFrame"
stock_info_bj_name_code,function,[],"北京证券交易所-股票列表
https://www.bse.cn/nq/listedcompany.html
:return: 股票列表
:rtype: pandas.DataFrame"
stock_info_broker_sina,function,['page'],"新浪财经-证券-证券原创
https://finance.sina.com.cn/roll/index.d.html?cid=221431
:param page: 页面号
:type page: str
:return: 证券原创文章
:rtype: pandas.DataFrame"
stock_info_change_name,function,['symbol'],"新浪财经-股票曾用名
https://vip.stock.finance.sina.com.cn/corp/go.php/vCI_CorpInfo/stockid/300378.phtml
:param symbol: 股票代码
:type symbol: str
:return: 股票曾用名
:rtype: list"
stock_info_cjzc_em,function,[],"东方财富-财经早餐
https://stock.eastmoney.com/a/czpnc.html
:return: 财经早餐
:rtype: pandas.DataFrame"
stock_info_global_cls,function,['symbol'],"财联社-电报
https://www.cls.cn/telegraph
:param symbol: choice of {""全部"", ""重点""}
:type symbol: str
:return: 财联社-电报
:rtype: pandas.DataFrame"
stock_info_global_em,function,[],"东方财富-全球财经快讯
https://kuaixun.eastmoney.com/7_24.html
:return: 全球财经快讯
:rtype: pandas.DataFrame"
stock_info_global_futu,function,[],"富途牛牛-快讯
https://news.futunn.com/main/live
:return: 快讯
:rtype: pandas.DataFrame"
stock_info_global_sina,function,[],"新浪财经-全球财经快讯
https://finance.sina.com.cn/7x24
:return: 全球财经快讯
:rtype: pandas.DataFrame"
stock_info_global_ths,function,[],"同花顺财经-全球财经直播
https://news.10jqka.com.cn/realtimenews.html
:return: 全球财经直播
:rtype: pandas.DataFrame"
stock_info_sh_delist,function,['symbol'],"上海证券交易所-终止上市公司
https://www.sse.com.cn/assortment/stock/list/delisting/
:param symbol: choice of {""全部"", ""沪市"", ""科创板""}
:type symbol: str
:return: 终止上市公司
:rtype: pandas.DataFrame"
stock_info_sh_name_code,function,['symbol'],"上海证券交易所-股票列表
https://www.sse.com.cn/assortment/stock/list/share/
:param symbol: choice of {""主板A股"": ""1"", ""主板B股"": ""2"", ""科创板"": ""8""}
:type symbol: str
:return: 指定 indicator 的数据
:rtype: pandas.DataFrame"
stock_info_sz_change_name,function,['symbol'],"深证证券交易所-市场数据-股票数据-名称变更
https://www.szse.cn/www/market/stock/changename/index.html
:param symbol: choice of {""全称变更"": ""tab1"", ""简称变更"": ""tab2""}
:type symbol: str
:return: 名称变更数据
:rtype: pandas.DataFrame"
stock_info_sz_delist,function,['symbol'],"深证证券交易所-暂停上市公司-终止上市公司
https://www.szse.cn/market/stock/suspend/index.html
:param symbol: choice of {""暂停上市公司"", ""终止上市公司""}
:type symbol: str
:return: 暂停上市公司 or 终止上市公司 的数据
:rtype: pandas.DataFrame"
stock_info_sz_name_code,function,['symbol'],"深圳证券交易所-股票列表
https://www.szse.cn/market/product/stock/list/index.html
:param symbol: choice of {""A股列表"", ""B股列表"", ""CDR列表"", ""AB股列表""}
:type symbol: str
:return: 指定 indicator 的数据
:rtype: pandas.DataFrame"
stock_inner_trade_xq,function,[],"雪球-行情中心-沪深股市-内部交易
https://xueqiu.com/hq/insider
:return: 内部交易
:rtype: pandas.DataFrame"
stock_institute_hold,function,['symbol'],"新浪财经-股票-机构持股一览表
https://vip.stock.finance.sina.com.cn/q/go.php/vComStockHold/kind/jgcg/index.phtml
:param symbol: 从 2005 年开始, {""一季报"":1, ""中报"":2 ""三季报"":3 ""年报"":4}, e.g., ""20191"", 其中的 1 表示一季报; ""20193"", 其中的..."
stock_institute_hold_detail,function,"['stock', 'quarter']","新浪财经-股票-机构持股详情
https://vip.stock.finance.sina.com.cn/q/go.php/vComStockHold/kind/jgcg/index.phtml
:param stock: 股票代码
:type stock: str
:param quarter: 从 2005 年开始, {""一季报"":1, ""中报"":2 ""三季报"":3 ""年报"":4}, e.g...."
stock_institute_recommend,function,['symbol'],"新浪财经-机构推荐池-最新投资评级
http://stock.finance.sina.com.cn/stock/go.php/vIR_RatingNewest/index.phtml
:param symbol: choice of {'最新投资评级', '上调评级股票', '下调评级股票', '股票综合评级', '首次评级股票', '目标涨幅排名', '机构关注度', '行业关注度', '投资..."
stock_institute_recommend_detail,function,['symbol'],"新浪财经-机构推荐池-股票评级记录
http://stock.finance.sina.com.cn/stock/go.php/vIR_StockSearch/key/sz000001.phtml
:param symbol: 股票代码
:type symbol: str
:return: 具体股票的股票评级记录
:rtype: pandas.DataFrame"
stock_intraday_em,function,['symbol'],"东方财富-分时数据
https://quote.eastmoney.com/f1.html?newcode=0.000001
:param symbol: 股票代码
:type symbol: str
:return: 分时数据
:rtype: pandas.DataFrame"
stock_intraday_sina,function,"['symbol', 'date']","新浪财经-日内分时数据
https://vip.stock.finance.sina.com.cn/quotes_service/view/cn_bill.php?symbol=sz000001
:param symbol: 股票代码
:type symbol: str
:param date: 交易日
:type date: str
:return: 分时数据
:rtype: pandas.Da..."
stock_ipo_benefit_ths,function,[],"同花顺-数据中心-新股数据-IPO受益股
https://data.10jqka.com.cn/ipo/syg/
:return: IPO受益股
:rtype: pandas.DataFrame"
stock_ipo_declare,function,[],"东方财富网-数据中心-新股申购-首发申报信息-首发申报企业信息
https://data.eastmoney.com/xg/xg/sbqy.html
:return: 首发申报企业信息
:rtype: pandas.DataFrame"
stock_ipo_info,function,['stock'],"新浪财经-发行与分配-新股发行
https://vip.stock.finance.sina.com.cn/corp/go.php/vISSUE_NewStock/stockid/600004.phtml
:param stock: 股票代码
:type stock: str
:return: 返回新股发行详情
:rtype: pandas.DataFrame"
stock_ipo_summary_cninfo,function,['symbol'],"巨潮资讯-个股-上市相关
https://webapi.cninfo.com.cn/#/company
:param symbol: 股票代码
:type symbol: str
:return: 上市相关
:rtype: pandas.DataFrame"
stock_irm_ans_cninfo,function,['symbol'],"互动易-回答
https://irm.cninfo.com.cn/ircs/question/questionDetail?questionId=1515236357817618432
:param symbol: 提问者编号; 通过 ak.stock_irm_cninfo() 来获取具体的提问者编号
:type symbol: str
:return: 回答
:rtype: str"
stock_irm_cninfo,function,['symbol'],"互动易-提问
https://irm.cninfo.com.cn/ircs/question/questionDetail?questionId=1515236357817618432
:param symbol: 股票代码
:type symbol: str
:return: 提问
:rtype: str"
stock_jgdy_detail_em,function,['date'],"东方财富网-数据中心-特色数据-机构调研-机构调研详细
https://data.eastmoney.com/jgdy/xx.html
:param date: 开始时间
:type date: str
:return: 机构调研详细
:rtype: pandas.DataFrame"
stock_jgdy_tj_em,function,['date'],"东方财富网-数据中心-特色数据-机构调研-机构调研统计
http://data.eastmoney.com/jgdy/tj.html
:param date: 开始时间
:type date: str
:return: 机构调研统计
:rtype: pandas.DataFrame"
stock_js_weibo_nlp_time,function,[],"https://datacenter.jin10.com/market
:return: 特定时间表示的字典
:rtype: dict"
stock_js_weibo_report,function,['time_period'],"金十数据中心-实时监控-微博舆情报告
https://datacenter.jin10.com/market
:param time_period: {'CNHOUR2': '2小时', 'CNHOUR6': '6小时', 'CNHOUR12': '12小时', 'CNHOUR24': '1天', 'CNDAY7': '1周', 'CNDAY30': '1月'}
:type time_period..."
stock_kc_a_spot_em,function,[],"东方财富网-科创板-实时行情
https://quote.eastmoney.com/center/gridlist.html#kcb_board
:return: 实时行情
:rtype: pandas.DataFrame"
stock_lh_yyb_capital,function,[],"同花顺-数据中心-营业部排名-资金实力最强
https://data.10jqka.com.cn/market/longhu/
:return: 资金实力最强
:rtype: pandas.DataFrame"
stock_lh_yyb_control,function,[],"同花顺-数据中心-营业部排名-抱团操作实力
https://data.10jqka.com.cn/market/longhu/
:return: 抱团操作实力
:rtype: pandas.DataFrame"
stock_lh_yyb_most,function,[],"同花顺-数据中心-营业部排名-上榜次数最多
https://data.10jqka.com.cn/market/longhu/
:return: 上榜次数最多
:rtype: pandas.DataFrame"
stock_lhb_detail_daily_sina,function,['date'],"龙虎榜-每日详情
https://vip.stock.finance.sina.com.cn/q/go.php/vInvestConsult/kind/lhb/index.phtml
:param date: 交易日
:type date: str
:return: 龙虎榜-每日详情
:rtype: pandas.DataFrame"
stock_lhb_detail_em,function,"['start_date', 'end_date']","东方财富网-数据中心-龙虎榜单-龙虎榜详情
https://data.eastmoney.com/stock/tradedetail.html
:param start_date: 开始日期
:type start_date: str
:param end_date: 结束日期
:type end_date: str
:return: 龙虎榜详情
:rtype: pandas.DataFrame"
stock_lhb_ggtj_sina,function,['symbol'],"龙虎榜-个股上榜统计
https://vip.stock.finance.sina.com.cn/q/go.php/vLHBData/kind/ggtj/index.phtml
:param symbol: choice of {""5"": 最近 5 天; ""10"": 最近 10 天; ""30"": 最近 30 天; ""60"": 最近 60 天;}
:type symbol: str
:return:..."
stock_lhb_hyyyb_em,function,"['start_date', 'end_date']","东方财富网-数据中心-龙虎榜单-每日活跃营业部
https://data.eastmoney.com/stock/hyyyb.html
:param start_date: 开始日期
:type start_date: str
:param end_date: 结束日期
:type end_date: str
:return: 每日活跃营业部
:rtype: pandas.DataFrame"
stock_lhb_jgmmtj_em,function,"['start_date', 'end_date']","东方财富网-数据中心-龙虎榜单-机构买卖每日统计
https://data.eastmoney.com/stock/jgmmtj.html
:param start_date: 开始日期
:type start_date: str
:param end_date: 结束日期
:type end_date: str
:return: 机构买卖每日统计
:rtype: pandas.DataFrame"
stock_lhb_jgmx_sina,function,[],"龙虎榜-机构席位成交明细
https://vip.stock.finance.sina.com.cn/q/go.php/vLHBData/kind/jgmx/index.phtml
:return: 龙虎榜-机构席位成交明细
:rtype: pandas.DataFrame"
stock_lhb_jgstatistic_em,function,['symbol'],"东方财富网-数据中心-龙虎榜单-机构席位追踪
https://data.eastmoney.com/stock/jgstatistic.html
:param symbol: choice of {""近一月"", ""近三月"", ""近六月"", ""近一年""}
:type symbol: str
:return: 机构席位追踪
:rtype: pandas.DataFrame"
stock_lhb_jgzz_sina,function,['symbol'],"龙虎榜-机构席位追踪
https://vip.stock.finance.sina.com.cn/q/go.php/vLHBData/kind/jgzz/index.phtml
:param symbol: choice of {""5"": 最近 5 天; ""10"": 最近 10 天; ""30"": 最近 30 天; ""60"": 最近 60 天;}
:type symbol: str
:return:..."
stock_lhb_stock_detail_date_em,function,['symbol'],"东方财富网-数据中心-龙虎榜单-个股龙虎榜详情-日期
https://data.eastmoney.com/stock/tradedetail.html
:param symbol: 股票代码
:type symbol: str
:return: 个股龙虎榜详情-日期
:rtype: pandas.DataFrame"
stock_lhb_stock_detail_em,function,"['symbol', 'date', 'flag']","东方财富网-数据中心-龙虎榜单-个股龙虎榜详情
https://data.eastmoney.com/stock/lhb/600077.html
:param symbol: 股票代码
:type symbol: str
:param date: 查询日期; 需要通过 ak.stock_lhb_stock_detail_date_em(symbol=""600077"") 接口获取相应股票的有龙虎榜详..."
stock_lhb_stock_statistic_em,function,['symbol'],"东方财富网-数据中心-龙虎榜单-个股上榜统计
https://data.eastmoney.com/stock/tradedetail.html
:param symbol: choice of {""近一月"", ""近三月"", ""近六月"", ""近一年""}
:type symbol: str
:return: 个股上榜统计
:rtype: pandas.DataFrame"
stock_lhb_traderstatistic_em,function,['symbol'],"东方财富网-数据中心-龙虎榜单-营业部统计
https://data.eastmoney.com/stock/traderstatistic.html
:param symbol: choice of {""近一月"", ""近三月"", ""近六月"", ""近一年""}
:type symbol: str
:return: 营业部统计
:rtype: pandas.DataFrame"
stock_lhb_yybph_em,function,['symbol'],"东方财富网-数据中心-龙虎榜单-营业部排行
https://data.eastmoney.com/stock/yybph.html
:param symbol: choice of {""近一月"", ""近三月"", ""近六月"", ""近一年""}
:type symbol: str
:return: 营业部排行
:rtype: pandas.DataFrame"
stock_lhb_yytj_sina,function,['symbol'],"龙虎榜-营业部上榜统计
https://vip.stock.finance.sina.com.cn/q/go.php/vLHBData/kind/yytj/index.phtml
:param symbol: choice of {""5"": 最近 5 天; ""10"": 最近 10 天; ""30"": 最近 30 天; ""60"": 最近 60 天;}
:type symbol: str
:return..."
stock_lrb_em,function,['date'],"东方财富-数据中心-年报季报-业绩快报-利润表
https://data.eastmoney.com/bbsj/202003/lrb.html
:param date: choice of {""20200331"", ""20200630"", ""20200930"", ""20201231"", ""...""}; 从 20100331 开始
:type date: str
:return: 利润表
:rtyp..."
stock_main_fund_flow,function,['symbol'],"东方财富网-数据中心-资金流向-主力净流入排名
https://data.eastmoney.com/zjlx/list.html
:param symbol: 全部股票; choice of {""全部股票"", ""沪深A股"", ""沪市A股"", ""科创板"", ""深市A股"", ""创业板"", ""沪市B股"", ""深市B股""}
:type symbol: str
:return: 主力净流入排名
:rtyp..."
stock_main_stock_holder,function,['stock'],"新浪财经-股本股东-主要股东
P.S. 特定股票特定时间只有前 5 个; e.g., 000002
https://vip.stock.finance.sina.com.cn/corp/go.php/vCI_StockHolder/stockid/600004.phtml
:param stock: 股票代码
:type stock: str
:return: 新浪财经-股本股东-主要股东
:rt..."
stock_management_change_ths,function,['symbol'],"同花顺-公司大事-高管持股变动
https://basic.10jqka.com.cn/new/688981/event.html
:param symbol: 股票代码
:type symbol: str
:return: 同花顺-公司大事-高管持股变动
:rtype: pandas.DataFrame"
stock_margin_account_info,function,[],"东方财富网-数据中心-融资融券-融资融券账户统计-两融账户信息
https://data.eastmoney.com/rzrq/zhtjday.html
:return: 融资融券账户统计
:rtype: pandas.DataFrame"
stock_margin_detail_sse,function,['date'],"上海证券交易所-融资融券数据-融资融券明细
https://www.sse.com.cn/market/othersdata/margin/detail/
:param date: 交易日期
:type date: str
:return: 融资融券明细
:rtype: pandas.DataFrame"
stock_margin_detail_szse,function,['date'],"深证证券交易所-融资融券数据-融资融券交易明细
https://www.szse.cn/disclosure/margin/margin/index.html
:param date: 交易日期
:type date: str
:return: 融资融券明细
:rtype: pandas.DataFrame"
stock_margin_ratio_pa,function,['date'],"融资融券-标的证券名单及保证金比例查询
https://stock.pingan.com/static/webinfo/margin/business.html?businessType=0
:param date: 交易日期
:type date: str
:return: 标的证券名单及保证金比例查询
:rtype: pandas.DataFrame"
stock_margin_sse,function,"['start_date', 'end_date']","上海证券交易所-融资融券数据-融资融券汇总
https://www.sse.com.cn/market/othersdata/margin/sum/
:param start_date: 交易开始日期
:type start_date: str
:param end_date: 交易结束日期
:type end_date: str
:return: 融资融券汇总
:rtype: pandas.Da..."
stock_margin_szse,function,['date'],"深圳证券交易所-融资融券数据-融资融券汇总
https://www.szse.cn/disclosure/margin/margin/index.html
:param date: 交易日
:type date: str
:return: 融资融券汇总
:rtype: pandas.DataFrame"
stock_margin_underlying_info_szse,function,['date'],"深圳证券交易所-融资融券数据-标的证券信息
https://www.szse.cn/disclosure/margin/object/index.html
:param date: 交易日
:type date: str
:return: 标的证券信息
:rtype: pandas.DataFrame"
stock_market_activity_legu,function,[],"乐咕乐股网-赚钱效应分析
https://www.legulegu.com/stockdata/market-activity
:return: 乐咕乐股网-赚钱效应分析
:rtype: pandas.DataFrame"
stock_market_fund_flow,function,[],"东方财富网-数据中心-资金流向-大盘
https://data.eastmoney.com/zjlx/dpzjlx.html
:return: 近期大盘的资金流数据
:rtype: pandas.DataFrame"
stock_market_pb_lg,function,['symbol'],"乐咕乐股-主板市净率
https://legulegu.com/stockdata/shanghaiPB
:param symbol: choice of {""上证"", ""深证"", ""创业板"", ""科创版""}
:type symbol: str
:return: 指定市场的市净率数据
:rtype: pandas.DataFrame"
stock_market_pe_lg,function,['symbol'],"乐咕乐股-主板市盈率
https://legulegu.com/stockdata/shanghaiPE
:param symbol: choice of {""上证"", ""深证"", ""创业板"", ""科创版""}
:type symbol: str
:return: 指定市场的市盈率数据
:rtype: pandas.DataFrame"
stock_mda_ym,function,['symbol'],"益盟-F10-管理层讨论与分析
https://f10.emoney.cn/f10/zbyz/1000001
:param symbol: 股票代码
:type symbol: str
:return: 管理层讨论与分析
:rtype: pandas.DataFrame"
stock_new_a_spot_em,function,[],"东方财富网-新股-实时行情
https://quote.eastmoney.com/center/gridlist.html#newshares
:return: 实时行情
:rtype: pandas.DataFrame"
stock_new_gh_cninfo,function,[],"巨潮资讯-数据中心-新股数据-新股过会
https://webapi.cninfo.com.cn/#/xinguList
:return: 新股过会
:rtype: pandas.DataFrame"
stock_new_ipo_cninfo,function,[],"巨潮资讯-数据中心-新股数据-新股发行
https://webapi.cninfo.com.cn/#/xinguList
:return: 新股发行
:rtype: pandas.DataFrame"
stock_news_em,function,['symbol'],"东方财富-个股新闻-最近 100 条新闻
https://so.eastmoney.com/news/s?keyword=%E4%B8%AD%E5%9B%BD%E4%BA%BA%E5%AF%BF&pageindex=1&searchrange=8192&sortfiled=4
:param symbol: 股票代码
:type symbol: str
:return: 个股新闻
:rtype: p..."
stock_news_main_cx,function,[],"财新网-财新数据通
https://cxdata.caixin.com/pc/
:return: 特定时间表示的字典
:rtype: pandas.DataFrame"
stock_notice_report,function,"['symbol', 'date']","东方财富网-数据中心-公告大全-沪深京 A 股公告
https://data.eastmoney.com/notices/hsa/5.html
:param symbol: 报告类型; choice of {""全部"", ""重大事项"", ""财务报告"", ""融资公告"", ""风险提示"", ""资产重组"", ""信息变更"", ""持股变动""}
:type symbol: str
:param date: 制定日..."
stock_pg_em,function,[],"东方财富网-数据中心-新股数据-配股
https://data.eastmoney.com/xg/pg/
:return: 配股
:rtype: pandas.DataFrame"
stock_price_js,function,['symbol'],"美股目标价 or 港股目标价
https://www.ushknews.com/report.html
:param symbol: choice of {""us"", ""hk""}
:type symbol: str
:return: 美股目标价 or 港股目标价
:rtype: pandas.DataFrame"
stock_profile_cninfo,function,['symbol'],"巨潮资讯-个股-公司概况
https://webapi.cninfo.com.cn/#/company
:param symbol: 股票代码
:type symbol: str
:return: 公司概况
:rtype: pandas.DataFrame
:raise: Exception，如果服务器返回的数据无法被解析"
stock_profit_forecast_em,function,['symbol'],"东方财富网-数据中心-研究报告-盈利预测
https://data.eastmoney.com/report/profitforecast.jshtml
:param symbol: """", 默认为获取全部数据; symbol=""船舶制造"", 则获取具体行业板块的数据;
行业板块可以通过 ak.stock_board_industry_name_em() 接口获取
:type symbol: st..."
stock_profit_forecast_ths,function,"['symbol', 'indicator']","同花顺-盈利预测
https://basic.10jqka.com.cn/new/600519/worth.html
:param symbol: 股票代码
:type symbol: str
:param indicator: choice of {""预测年报每股收益"", ""预测年报净利润"", ""业绩预测详表-机构"", ""业绩预测详表-详细指标预测""}
:type indicator: str
..."
stock_profit_sheet_by_quarterly_em,function,['symbol'],"东方财富-股票-财务分析-利润表-按单季度
https://emweb.securities.eastmoney.com/PC_HSF10/NewFinanceAnalysis/Index?type=web&code=sh600519#lrb-0
:param symbol: 股票代码; 带市场标识
:type symbol: str
:return: 利润表-按单季度
:rtype: panda..."
stock_profit_sheet_by_report_delisted_em,function,['symbol'],"东方财富-股票-财务分析-利润表-已退市股票-按报告期
https://emweb.securities.eastmoney.com/pc_hsf10/pages/index.html?type=web&code=SZ000013#/cwfx/lrb
:param symbol: 已退市股票代码; 带市场标识
:type symbol: str
:return: 利润表-按报告期
:rtype: ..."
stock_profit_sheet_by_report_em,function,['symbol'],"东方财富-股票-财务分析-利润表-报告期
https://emweb.securities.eastmoney.com/PC_HSF10/NewFinanceAnalysis/Index?type=web&code=sh600519#lrb-0
:param symbol: 股票代码; 带市场标识
:type symbol: str
:return: 利润表-报告期
:rtype: pandas...."
stock_profit_sheet_by_yearly_em,function,['symbol'],"东方财富-股票-财务分析-利润表-按年度
https://emweb.securities.eastmoney.com/PC_HSF10/NewFinanceAnalysis/Index?type=web&code=sh600519#lrb-0
:param symbol: 股票代码; 带市场标识
:type symbol: str
:return: 利润表-按年度
:rtype: pandas...."
stock_qbzf_em,function,[],"东方财富网-数据中心-新股数据-增发-全部增发
https://data.eastmoney.com/other/gkzf.html
:return: 全部增发
:rtype: pandas.DataFrame"
stock_qsjy_em,function,['date'],"东方财富网-数据中心-特色数据-券商业绩月报
http://data.eastmoney.com/other/qsjy.html
:param date: 数据月份，从 2010-06-01 开始, e.g., 需要 2011 年 7 月, 则输入 2011-07-01
:type date: str
:return: 券商业绩月报
:rtype: pandas.DataFrame"
stock_rank_cxd_ths,function,['symbol'],"同花顺-数据中心-技术选股-创新低
https://data.10jqka.com.cn/rank/cxd/
:param symbol: choice of {""创月新低"", ""半年新低"", ""一年新低"", ""历史新低""}
:type symbol: str
:return: 创新低数据
:rtype: pandas.DataFrame"
stock_rank_cxfl_ths,function,[],"同花顺-数据中心-技术选股-持续放量
https://data.10jqka.com.cn/rank/cxfl/
:return: 持续放量
:rtype: pandas.DataFrame"
stock_rank_cxg_ths,function,['symbol'],"同花顺-数据中心-技术选股-创新高
https://data.10jqka.com.cn/rank/cxg/
:param symbol: choice of {""创月新高"", ""半年新高"", ""一年新高"", ""历史新高""}
:type symbol: str
:return: 创新高数据
:rtype: pandas.DataFrame"
stock_rank_cxsl_ths,function,[],"同花顺-数据中心-技术选股-持续缩量
https://data.10jqka.com.cn/rank/cxsl/
:return: 持续缩量
:rtype: pandas.DataFrame"
